transaction_id,user_id,amount,merchant,mcc,mcc_description,timestamp,city,device_id,authorized,is_fraud
txn_905934,sr_003,14.81,Rite Aid,5912,Drug Stores/Pharmacies,2025-11-25 16:41:13.191021,Denver,dev_sr_003_2,True,0
txn_478939,sr_003,25.36,Cracker Barrel,5812,Eating Places,2025-11-25 16:47:13.191021,Denver,dev_sr_003_3,True,0
txn_454827,sr_003,27.38,Publix,5411,Grocery Stores,2025-11-25 16:54:13.191021,Denver,dev_sr_003_3,True,0
txn_750338,sr_003,40.91,Senior Clinic,8011,Doctor Offices,2025-11-25 17:39:13.191021,Boulder,dev_sr_003_1,True,0
txn_837463,sr_001,54.54,Applebee's,5812,Eating Places,2025-11-25 19:31:13.191021,Tampa,dev_sr_001_2,True,0
txn_178501,sr_001,60.11,Applebee's,5812,Eating Places,2025-11-25 19:48:13.191021,Orlando,dev_sr_001_2,True,0
txn_834312,sr_002,44.2,Best Western,7011,Hotels,2025-11-25 20:25:13.191021,Phoenix,dev_sr_002_2,True,0
txn_193471,sr_001,36.6,Family Medical,8011,Doctor Offices,2025-11-26 00:45:13.191021,Tampa,dev_sr_001_3,True,0
txn_952657,sr_001,45.42,Best Western,7011,Hotels,2025-11-26 01:44:13.191021,Tampa,dev_sr_001_3,True,0
txn_660033,sr_002,343.77,Target eGift,6051,Gift Cards / Crypto,2025-11-26 02:42:13.191021,New York,dev_sr_002_3,True,1
txn_476149,sr_002,54.91,Family Medical,8011,Doctor Offices,2025-11-26 03:30:13.191021,Phoenix,dev_sr_002_3,True,0
txn_315723,sr_002,79.88,ExxonMobil,5541,Gas Stations,2025-11-26 04:24:13.191021,Phoenix,dev_sr_002_1,True,0
txn_208834,sr_003,56.63,Cracker Barrel,5812,Eating Places,2025-11-26 04:43:13.191021,Denver,dev_sr_003_1,True,0
txn_927942,sr_002,297.48,Casino Online,7995,Gambling,2025-11-26 04:56:13.191021,Chicago,dev_sr_002_3,True,1
txn_541409,sr_002,88.13,Cracker Barrel,5812,Eating Places,2025-11-26 07:33:13.191021,Phoenix,dev_sr_002_1,True,0
txn_962113,sr_003,841.96,Casino Online,7995,Gambling,2025-11-26 08:55:13.191021,Minsk,dev_sr_003_3,True,1
txn_138436,sr_001,7.58,Whole Foods,5411,Grocery Stores,2025-11-26 09:35:13.191021,Tampa,dev_sr_001_2,True,0
txn_789023,sr_003,47.03,Kohl's,5311,Department Stores,2025-11-26 09:40:13.191021,Denver,dev_sr_003_1,True,0
txn_615500,sr_002,72.27,JCPenney,5311,Department Stores,2025-11-26 09:54:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_320449,sr_001,23.93,Applebee's,5812,Eating Places,2025-11-26 10:19:13.191021,Tampa,dev_sr_001_2,True,0
txn_166418,sr_001,39.9,Macy's,5311,Department Stores,2025-11-26 10:42:13.191021,Tampa,dev_sr_001_3,True,0
txn_636391,sr_001,27.03,Publix,5411,Grocery Stores,2025-11-26 10:56:13.191021,Tampa,dev_sr_001_2,True,0
txn_355123,sr_002,97.96,Walgreens,5912,Drug Stores/Pharmacies,2025-11-26 11:19:13.191021,Phoenix,dev_sr_002_3,True,0
txn_916902,sr_001,500.0,Walmart Gift Card,6051,Gift Cards / Crypto,2025-11-26 13:29:13.191021,Lagos,dev_sr_001_3,True,1
txn_268956,sr_002,65.46,City Transit,4111,Local Transit,2025-11-26 14:08:13.191021,Phoenix,dev_sr_002_3,True,0
txn_569063,sr_001,60.59,JCPenney,5311,Department Stores,2025-11-26 14:57:13.191021,Tampa,dev_sr_001_1,True,0
txn_191621,sr_001,80.89,Rite Aid,5912,Drug Stores/Pharmacies,2025-11-26 15:32:13.191021,Orlando,dev_sr_001_2,True,0
txn_272337,sr_001,51.22,Macy's,5311,Department Stores,2025-11-26 15:59:13.191021,Tampa,dev_sr_001_3,True,0
txn_706403,sr_003,27.72,Chevron,5541,Gas Stations,2025-11-26 16:04:13.191021,Denver,dev_sr_003_1,True,0
txn_283700,sr_003,32.62,Best Western,7011,Hotels,2025-11-26 16:30:13.191021,Denver,dev_sr_003_3,True,0
txn_244100,sr_002,1846.9,MoneyGram,6012,Financial Institutions (unusual),2025-11-26 16:59:13.191021,Minsk,dev_sr_002_3,True,1
txn_398776,sr_001,75.07,City Transit,4111,Local Transit,2025-11-26 17:41:13.191021,Orlando,dev_sr_001_3,True,0
txn_734992,sr_002,118.3,Shell,5541,Gas Stations,2025-11-26 19:12:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_498476,sr_003,54.23,Holiday Inn,7011,Hotels,2025-11-26 19:24:13.191021,Denver,dev_sr_003_1,True,0
txn_277433,sr_003,34.85,Macy's,5311,Department Stores,2025-11-26 19:57:13.191021,Denver,dev_sr_003_3,True,0
txn_415169,sr_001,514.51,Microsoft Alert,4814,Telecom (scam common),2025-11-26 20:31:13.191021,Unknown City,dev_sr_001_3,True,1
txn_180019,sr_002,155.51,Shell,5541,Gas Stations,2025-11-26 21:13:13.191021,Phoenix,dev_sr_002_3,True,0
txn_458332,sr_002,86.06,JCPenney,5311,Department Stores,2025-11-26 21:49:13.191021,Phoenix,dev_sr_002_2,True,0
txn_556694,sr_002,261.22,TechSupport Inc,4814,Telecom (scam common),2025-11-27 02:49:13.191021,Lagos,dev_sr_002_3,True,1
txn_350404,sr_003,4.75,Senior Clinic,8011,Doctor Offices,2025-11-27 05:44:13.191021,Denver,dev_sr_003_2,True,0
txn_531262,sr_003,29.25,Applebee's,5812,Eating Places,2025-11-27 07:28:13.191021,Boulder,dev_sr_003_1,True,0
txn_748124,sr_001,31.62,Shell,5541,Gas Stations,2025-11-27 08:45:13.191021,Tampa,dev_sr_001_3,True,0
txn_321048,sr_001,31.76,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-11-27 09:49:13.191021,Tampa,dev_sr_001_3,True,0
txn_517749,sr_003,29.64,Senior Clinic,8011,Doctor Offices,2025-11-27 10:53:13.191021,Denver,dev_sr_003_3,True,0
txn_735894,sr_002,121.61,Lyft,4111,Local Transit,2025-11-27 11:53:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_419987,sr_002,110.93,IHOP,5812,Eating Places,2025-11-27 11:56:13.191021,Phoenix,dev_sr_002_2,True,0
txn_962347,sr_001,32.96,Kroger,5411,Grocery Stores,2025-11-27 12:01:13.191021,Tampa,dev_sr_001_2,True,0
txn_814149,sr_003,43.77,Cracker Barrel,5812,Eating Places,2025-11-27 12:09:13.191021,Denver,dev_sr_003_2,True,0
txn_382400,sr_001,25.66,Walgreens,5912,Drug Stores/Pharmacies,2025-11-27 12:38:13.191021,Orlando,dev_sr_001_3,True,0
txn_655021,sr_002,74.83,Denny's,5812,Eating Places,2025-11-27 13:58:13.191021,Phoenix,dev_sr_002_2,True,0
txn_856442,sr_003,49.0,Senior Clinic,8011,Doctor Offices,2025-11-27 14:03:13.191021,Denver,dev_sr_003_3,True,0
txn_361989,sr_001,68.59,ExxonMobil,5541,Gas Stations,2025-11-27 16:06:13.191021,Tampa,dev_sr_001_2,True,0
txn_493335,sr_002,113.26,Applebee's,5812,Eating Places,2025-11-27 18:01:13.191021,Phoenix,dev_sr_002_2,True,0
txn_622332,sr_001,50.58,Rite Aid,5912,Drug Stores/Pharmacies,2025-11-27 18:43:13.191021,Tampa,dev_sr_001_1,True,0
txn_135885,sr_002,1.0,Safeway,5411,Grocery Stores,2025-11-27 19:47:13.191021,Phoenix,dev_sr_002_1,True,0
txn_504639,sr_002,95.87,IHOP,5812,Eating Places,2025-11-27 20:18:13.191021,Phoenix,dev_sr_002_1,True,0
txn_464733,sr_002,66.23,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-11-27 21:22:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_887941,sr_001,56.05,Rite Aid,5912,Drug Stores/Pharmacies,2025-11-27 21:52:13.191021,Tampa,dev_sr_001_1,True,0
txn_394032,sr_001,225.14,CoinFlip ATM,6051,Gift Cards / Crypto,2025-11-28 01:41:13.191021,Chicago,dev_sr_001_3,True,1
txn_996840,sr_002,104.99,Safeway,5411,Grocery Stores,2025-11-28 06:05:13.191021,Scottsdale,dev_sr_002_3,True,0
txn_588148,sr_001,58.5,Safeway,5411,Grocery Stores,2025-11-28 07:29:13.191021,Tampa,dev_sr_001_2,True,0
txn_604923,sr_001,66.62,Urgent Care,8011,Doctor Offices,2025-11-28 07:44:13.191021,Tampa,dev_sr_001_1,True,0
txn_233636,sr_003,23.09,Macy's,5311,Department Stores,2025-11-28 08:02:13.191021,Denver,dev_sr_003_2,True,0
txn_205797,sr_001,61.99,Shell,5541,Gas Stations,2025-11-28 08:38:13.191021,Tampa,dev_sr_001_1,True,0
txn_939444,sr_002,93.2,Walgreens,5912,Drug Stores/Pharmacies,2025-11-28 09:58:13.191021,Phoenix,dev_sr_002_1,True,0
txn_924629,sr_002,101.41,Rite Aid,5912,Drug Stores/Pharmacies,2025-11-28 10:20:13.191021,Phoenix,dev_sr_002_2,True,0
txn_982304,sr_002,122.94,Shell,5541,Gas Stations,2025-11-28 10:35:13.191021,Phoenix,dev_sr_002_3,True,0
txn_589943,sr_002,29.66,Rite Aid,5912,Drug Stores/Pharmacies,2025-11-28 12:37:13.191021,Phoenix,dev_sr_002_2,True,0
txn_226215,sr_003,33.36,JCPenney,5311,Department Stores,2025-11-28 12:44:13.191021,Denver,dev_sr_003_3,True,0
txn_860636,sr_002,86.8,Denny's,5812,Eating Places,2025-11-28 13:05:13.191021,Phoenix,dev_sr_002_2,True,0
txn_515461,sr_003,68.84,Walgreens,5912,Drug Stores/Pharmacies,2025-11-28 13:15:13.191021,Denver,dev_sr_003_1,True,0
txn_859813,sr_002,102.23,Senior Clinic,8011,Doctor Offices,2025-11-28 13:39:13.191021,Phoenix,dev_sr_002_3,True,0
txn_981516,sr_001,29.3,Walgreens,5912,Drug Stores/Pharmacies,2025-11-28 14:01:13.191021,Tampa,dev_sr_001_1,True,0
txn_330906,sr_003,28.5,Kroger,5411,Grocery Stores,2025-11-28 14:43:13.191021,Denver,dev_sr_003_1,True,0
txn_477214,sr_001,72.11,Lyft,4111,Local Transit,2025-11-28 15:15:13.191021,Tampa,dev_sr_001_3,True,0
txn_387286,sr_001,39.5,Family Medical,8011,Doctor Offices,2025-11-28 15:23:13.191021,Tampa,dev_sr_001_2,True,0
txn_955316,sr_002,1816.18,Target eGift,6051,Gift Cards / Crypto,2025-11-28 15:24:13.191021,Minsk,dev_sr_002_1,True,1
txn_182578,sr_003,20.8,Hampton Inn,7011,Hotels,2025-11-28 15:56:13.191021,Denver,dev_sr_003_3,True,0
txn_914992,sr_001,41.26,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-11-28 16:28:13.191021,Tampa,dev_sr_001_1,True,0
txn_552798,sr_001,928.68,DraftKings,7995,Gambling,2025-11-28 18:09:13.191021,Unknown City,dev_sr_001_3,True,1
txn_582662,sr_002,91.34,Family Medical,8011,Doctor Offices,2025-11-28 18:22:13.191021,Phoenix,dev_sr_002_2,True,0
txn_776111,sr_003,43.79,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-11-28 20:24:13.191021,Boulder,dev_sr_003_2,True,0
txn_994498,sr_003,1.0,Kroger,5411,Grocery Stores,2025-11-29 00:06:13.191021,Denver,dev_sr_003_2,True,0
txn_656921,sr_002,90.12,Whole Foods,5411,Grocery Stores,2025-11-29 03:25:13.191021,Phoenix,dev_sr_002_2,True,0
txn_565371,sr_003,14.64,Uber,4111,Local Transit,2025-11-29 06:07:13.191021,Denver,dev_sr_003_3,True,0
txn_199740,sr_003,38.05,Macy's,5311,Department Stores,2025-11-29 06:53:13.191021,Denver,dev_sr_003_2,True,0
txn_612089,sr_002,121.07,Uber,4111,Local Transit,2025-11-29 07:19:13.191021,Phoenix,dev_sr_002_1,True,0
txn_397388,sr_003,41.19,Walgreens,5912,Drug Stores/Pharmacies,2025-11-29 07:29:13.191021,Boulder,dev_sr_003_3,True,0
txn_465603,sr_002,103.73,BP,5541,Gas Stations,2025-11-29 07:57:13.191021,Phoenix,dev_sr_002_1,True,0
txn_962520,sr_001,33.93,Shell,5541,Gas Stations,2025-11-29 08:40:13.191021,Orlando,dev_sr_001_1,True,0
txn_594988,sr_001,52.87,Publix,5411,Grocery Stores,2025-11-29 09:17:13.191021,Tampa,dev_sr_001_3,True,0
txn_288783,sr_003,39.49,Denny's,5812,Eating Places,2025-11-29 09:33:13.191021,Denver,dev_sr_003_2,True,0
txn_847245,sr_001,54.84,Whole Foods,5411,Grocery Stores,2025-11-29 10:32:13.191021,Tampa,dev_sr_001_2,True,0
txn_329580,sr_002,43.6,Kroger,5411,Grocery Stores,2025-11-29 10:56:13.191021,Phoenix,dev_sr_002_2,True,0
txn_666479,sr_001,40.94,JCPenney,5311,Department Stores,2025-11-29 11:46:13.191021,Tampa,dev_sr_001_2,True,0
txn_666452,sr_001,66.12,Macy's,5311,Department Stores,2025-11-29 14:40:13.191021,Tampa,dev_sr_001_3,True,0
txn_470858,sr_002,117.0,Kohl's,5311,Department Stores,2025-11-29 15:49:13.191021,Phoenix,dev_sr_002_3,True,0
txn_554197,sr_001,40.02,Family Medical,8011,Doctor Offices,2025-11-29 20:52:13.191021,Tampa,dev_sr_001_3,True,0
txn_104968,sr_001,52.23,BP,5541,Gas Stations,2025-11-29 20:57:13.191021,Tampa,dev_sr_001_1,True,0
txn_244360,sr_001,54.93,City Transit,4111,Local Transit,2025-11-29 21:32:13.191021,Tampa,dev_sr_001_2,True,0
txn_985510,sr_002,299.88,Wire Transfer Co,6012,Financial Institutions (unusual),2025-11-30 02:50:13.191021,Minsk,dev_sr_002_1,True,1
txn_954815,sr_003,37.79,Kohl's,5311,Department Stores,2025-11-30 07:24:13.191021,Boulder,dev_sr_003_3,True,0
txn_613405,sr_002,73.45,Senior Clinic,8011,Doctor Offices,2025-11-30 07:29:13.191021,Phoenix,dev_sr_002_2,True,0
txn_137421,sr_003,46.09,City Transit,4111,Local Transit,2025-11-30 07:36:13.191021,Denver,dev_sr_003_2,True,0
txn_222060,sr_003,37.34,Macy's,5311,Department Stores,2025-11-30 08:28:13.191021,Denver,dev_sr_003_1,True,0
txn_124969,sr_002,90.78,Lyft,4111,Local Transit,2025-11-30 09:19:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_705991,sr_003,17.69,Best Western,7011,Hotels,2025-11-30 10:32:13.191021,Denver,dev_sr_003_1,True,0
txn_769986,sr_003,26.38,Uber,4111,Local Transit,2025-11-30 11:44:13.191021,Denver,dev_sr_003_2,True,0
txn_557372,sr_003,6.24,Urgent Care,8011,Doctor Offices,2025-11-30 13:04:13.191021,Boulder,dev_sr_003_1,True,0
txn_873442,sr_001,1000.0,CoinFlip ATM,6051,Gift Cards / Crypto,2025-11-30 14:52:13.191021,Chicago,dev_sr_001_1,True,1
txn_918859,sr_003,24.23,Safeway,5411,Grocery Stores,2025-11-30 14:55:13.191021,Denver,dev_sr_003_2,True,0
txn_781448,sr_002,171.06,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-11-30 18:06:13.191021,Scottsdale,dev_sr_002_2,True,0
txn_832229,sr_003,29.71,JCPenney,5311,Department Stores,2025-12-01 00:25:13.191021,Denver,dev_sr_003_3,True,0
txn_687234,sr_002,71.34,Macy's,5311,Department Stores,2025-12-01 00:52:13.191021,Phoenix,dev_sr_002_2,True,0
txn_857878,sr_001,527.51,BetMGM,7995,Gambling,2025-12-01 07:04:13.191021,Chicago,dev_sr_001_2,True,1
txn_444056,sr_001,20.24,Lyft,4111,Local Transit,2025-12-01 08:54:13.191021,Tampa,dev_sr_001_3,True,0
txn_993990,sr_003,54.37,Kohl's,5311,Department Stores,2025-12-01 09:12:13.191021,Denver,dev_sr_003_3,True,0
txn_587546,sr_001,34.55,Hampton Inn,7011,Hotels,2025-12-01 09:41:13.191021,Tampa,dev_sr_001_1,True,0
txn_368511,sr_001,31.45,Urgent Care,8011,Doctor Offices,2025-12-01 09:51:13.191021,Tampa,dev_sr_001_3,True,0
txn_398042,sr_001,55.26,JCPenney,5311,Department Stores,2025-12-01 11:07:13.191021,Tampa,dev_sr_001_2,True,0
txn_292984,sr_002,103.56,Walgreens,5912,Drug Stores/Pharmacies,2025-12-01 12:52:13.191021,Phoenix,dev_sr_002_1,True,0
txn_658335,sr_003,2.46,Lyft,4111,Local Transit,2025-12-01 13:55:13.191021,Boulder,dev_sr_003_3,True,0
txn_443109,sr_002,52.43,Family Medical,8011,Doctor Offices,2025-12-01 14:22:13.191021,Phoenix,dev_sr_002_3,True,0
txn_808011,sr_001,20.58,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-01 14:55:13.191021,Tampa,dev_sr_001_1,True,0
txn_627276,sr_003,42.34,Kohl's,5311,Department Stores,2025-12-01 14:58:13.191021,Denver,dev_sr_003_3,True,0
txn_721314,sr_002,26.69,City Transit,4111,Local Transit,2025-12-01 15:05:13.191021,Phoenix,dev_sr_002_3,True,0
txn_225805,sr_001,36.31,Lyft,4111,Local Transit,2025-12-01 16:05:13.191021,Tampa,dev_sr_001_3,True,0
txn_143892,sr_001,51.4,Hampton Inn,7011,Hotels,2025-12-01 17:06:13.191021,Tampa,dev_sr_001_1,True,0
txn_532424,sr_003,42.38,Publix,5411,Grocery Stores,2025-12-01 17:08:13.191021,Denver,dev_sr_003_3,True,0
txn_445620,sr_002,30.36,IHOP,5812,Eating Places,2025-12-01 18:59:13.191021,Phoenix,dev_sr_002_3,True,0
txn_607157,sr_003,44.74,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-01 22:46:13.191021,Denver,dev_sr_003_3,True,0
txn_233611,sr_001,384.29,CoinFlip ATM,6051,Gift Cards / Crypto,2025-12-02 03:50:13.191021,New York,dev_sr_001_1,True,1
txn_621789,sr_002,1572.7,Target eGift,6051,Gift Cards / Crypto,2025-12-02 08:29:13.191021,Chicago,dev_sr_002_3,True,1
txn_728204,sr_002,60.49,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-02 08:44:13.191021,Phoenix,dev_sr_002_1,True,0
txn_219073,sr_003,21.44,City Transit,4111,Local Transit,2025-12-02 09:41:13.191021,Denver,dev_sr_003_2,True,0
txn_608763,sr_002,58.95,Kohl's,5311,Department Stores,2025-12-02 09:43:13.191021,Phoenix,dev_sr_002_1,True,0
txn_644098,sr_003,37.44,Applebee's,5812,Eating Places,2025-12-02 11:29:13.191021,Denver,dev_sr_003_1,True,0
txn_776838,sr_002,123.95,Family Medical,8011,Doctor Offices,2025-12-02 11:31:13.191021,Phoenix,dev_sr_002_1,True,0
txn_449718,sr_002,59.64,Macy's,5311,Department Stores,2025-12-02 11:49:13.191021,Phoenix,dev_sr_002_2,True,0
txn_607753,sr_001,64.5,Applebee's,5812,Eating Places,2025-12-02 11:50:13.191021,Tampa,dev_sr_001_1,True,0
txn_986850,sr_001,44.3,Family Medical,8011,Doctor Offices,2025-12-02 12:10:13.191021,Tampa,dev_sr_001_2,True,0
txn_273648,sr_001,100.0,Walmart Gift Card,6051,Gift Cards / Crypto,2025-12-02 12:59:13.191021,Chicago,dev_sr_001_3,True,1
txn_535970,sr_001,32.1,ExxonMobil,5541,Gas Stations,2025-12-02 13:03:13.191021,Tampa,dev_sr_001_1,True,0
txn_491329,sr_001,61.27,Denny's,5812,Eating Places,2025-12-02 13:03:13.191021,Tampa,dev_sr_001_3,True,0
txn_214351,sr_003,34.4,Senior Clinic,8011,Doctor Offices,2025-12-02 13:28:13.191021,Denver,dev_sr_003_3,True,0
txn_264618,sr_003,41.05,Kroger,5411,Grocery Stores,2025-12-02 13:53:13.191021,Denver,dev_sr_003_3,True,0
txn_353124,sr_002,66.01,Cracker Barrel,5812,Eating Places,2025-12-02 13:54:13.191021,Phoenix,dev_sr_002_3,True,0
txn_863112,sr_001,55.17,Kohl's,5311,Department Stores,2025-12-02 14:01:13.191021,Tampa,dev_sr_001_3,True,0
txn_289136,sr_002,95.56,Senior Clinic,8011,Doctor Offices,2025-12-02 14:36:13.191021,Phoenix,dev_sr_002_3,True,0
txn_674993,sr_001,54.48,Cracker Barrel,5812,Eating Places,2025-12-02 14:45:13.191021,Tampa,dev_sr_001_2,True,0
txn_970840,sr_003,47.41,Hampton Inn,7011,Hotels,2025-12-02 15:08:13.191021,Boulder,dev_sr_003_3,True,0
txn_705282,sr_001,63.56,Holiday Inn,7011,Hotels,2025-12-02 15:41:13.191021,Tampa,dev_sr_001_1,True,0
txn_278922,sr_001,56.0,ExxonMobil,5541,Gas Stations,2025-12-02 16:11:13.191021,Tampa,dev_sr_001_2,True,0
txn_150486,sr_003,1.0,JCPenney,5311,Department Stores,2025-12-02 16:24:13.191021,Denver,dev_sr_003_2,True,0
txn_300992,sr_003,58.71,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-02 17:34:13.191021,Denver,dev_sr_003_2,True,0
txn_389627,sr_002,61.01,Senior Clinic,8011,Doctor Offices,2025-12-02 17:45:13.191021,Phoenix,dev_sr_002_1,True,0
txn_873774,sr_001,36.09,Uber,4111,Local Transit,2025-12-02 18:43:13.191021,Tampa,dev_sr_001_2,True,0
txn_252591,sr_002,87.39,CVS Pharmacy,5912,Drug Stores/Pharmacies,2025-12-02 18:46:13.191021,Scottsdale,dev_sr_002_1,True,0
txn_833491,sr_001,37.7,Walgreens,5912,Drug Stores/Pharmacies,2025-12-02 19:45:13.191021,Tampa,dev_sr_001_2,True,0
txn_593050,sr_003,23.53,Publix,5411,Grocery Stores,2025-12-02 19:55:13.191021,Boulder,dev_sr_003_2,True,0
txn_570717,sr_002,31.36,Kohl's,5311,Department Stores,2025-12-02 20:24:13.191021,Phoenix,dev_sr_002_3,True,0
txn_368958,sr_002,14.14,Cracker Barrel,5812,Eating Places,2025-12-02 21:43:13.191021,Phoenix,dev_sr_002_3,True,0
txn_878727,sr_001,34.42,Rite Aid,5912,Drug Stores/Pharmacies,2025-12-03 02:53:13.191021,Orlando,dev_sr_001_3,True,0
txn_213054,sr_001,69.13,Whole Foods,5411,Grocery Stores,2025-12-03 04:02:13.191021,Orlando,dev_sr_001_3,True,0
txn_501156,sr_001,392.64,Wire Transfer Co,6012,Financial Institutions (unusual),2025-12-03 04:24:13.191021,New York,dev_sr_001_2,True,1
txn_142492,sr_002,93.02,Western Union,6012,Financial Institutions (unusual),2025-12-03 04:59:13.191021,New York,dev_sr_002_2,True,1
txn_666847,sr_001,32.97,Urgent Care,8011,Doctor Offices,2025-12-03 05:53:13.191021,Tampa,dev_sr_001_1,True,0
txn_979727,sr_003,21.35,Safeway,5411,Grocery Stores,2025-12-03 07:36:13.191021,Denver,dev_sr_003_2,True,0
txn_830180,sr_003,13.4,Senior Clinic,8011,Doctor Offices,2025-12-03 08:24:13.191021,Denver,dev_sr_003_2,True,0
txn_324954,sr_003,1926.56,IRS Payment Line,4814,Telecom (scam common),2025-12-03 09:13:13.191021,Minsk,dev_sr_003_2,True,1
txn_506117,sr_001,63.95,Uber,4111,Local Transit,2025-12-03 09:49:13.191021,Orlando,dev_sr_001_3,True,0
txn_235753,sr_002,26.6,Shell,5541,Gas Stations,2025-12-03 12:17:13.191021,Phoenix,dev_sr_002_3,True,0
txn_702891,sr_001,68.36,Kroger,5411,Grocery Stores,2025-12-03 13:52:13.191021,Tampa,dev_sr_001_1,True,0
